image_id,ocr_text,product_name,runtime_seconds,ocr_pass,detection_count,mean_confidence,error,config_hash
img_2947,223 Patê cỘT ĐEN HAI PHGNG et 8/1/2026 PHÁT HIỆN VIRUS DỊCH TẢ LỢN CHÂU PHI TRONG SẢN PHẨM ĐÓNG HỘP CỦA CÔNG TY ĐỔ HỘP HẠ LONG,Pate Cột Đèn Hải Phòng,8.10229825099998,primary,10,0.6811998629369855,,7af6934d545f
img_2948,,,7.500641290999965,primary,0,0.0,,7af6934d545f
img_2949,,,17.00693767100006,primary,0,0.0,,7af6934d545f
img_2950,,,17.030640875000017,primary,0,0.0,,7af6934d545f
img_2951,170 TẤN THỊT CHUYỆN GÌ ĐÃXẢY RA?',,8.66104292099999,primary,2,0.757471630190423,,7af6934d545f
img_2952,LINH IT,,8.642375140000013,primary,2,0.8097216687122631,,7af6934d545f
img_2953,,,7.714648576000059,primary,0,0.0,,7af6934d545f
img_2954,Công ty Đồ Hộp Hạ Long là một trong những công ty được niêm yết sởm nhất ở Việt Nam,Đồ Hộp Hạ Long,8.76267263300008,primary,5,0.8548750089811901,,7af6934d545f
img_2955,,,16.85744596199993,primary,0,0.0,,7af6934d545f
img_2956,DRAMA,,13.21304450599996,retry,1,0.9435587190108877,,7af6934d545f
img_2957,9160 DRAMA Pate cotdèn Nỗi đau chonguời sử dung;,,3.992139175000034,primary,5,0.6230602556311696,,7af6934d545f
img_2958,YNI A0,,7.715731994999942,primary,2,0.5379609674227024,,7af6934d545f
img_2959,"YNI Pate cột đèn, ai khóc nỗi đau này",Pate Cột Đèn Hải Phòng,7.4936770639999395,primary,3,0.8315601002292525,,7af6934d545f
img_2960,,,7.829751139999985,primary,0,0.0,,7af6934d545f
img_2961,,,8.334725964000086,primary,0,0.0,,7af6934d545f
img_2962,GOCRHÌN,,15.342592322000087,retry,1,0.38309302854748833,,7af6934d545f
img_2963,,,5.138587695999945,primary,0,0.0,,7af6934d545f
img_2964,,,18.426534263000008,primary,0,0.0,,7af6934d545f
img_2965,"N € E 1 8 5 7 3atê CỘTĐZN HAI PHỐNG Pate Côt Đèn truyên thống vạ lây, tiểu thương lao đao sau bê bối Đổ hộp Hạ Long",Pate Cột Đèn Hải Phòng,8.050118701999963,primary,9,0.6002476339453742,,7af6934d545f
img_2966,"~at HALONG S CANFoco atê HAI PHỐNG Pate Cột Đèn truyên thống vạ lây, tiểu thương lao đao sau bê bối Đổ hộp Hạ Long",Pate Cột Đèn Hải Phòng,4.65059979800003,primary,9,0.6231875959261175,,7af6934d545f
img_2967,"248~ Ratê CỘT ĐEN HẢI PHÕNG Pate Cột Đèn truyên thống vạ lây, tiểu thương lao dao sau bê bối Đổ hộp Hạ Long",Pate Cột Đèn Hải Phòng,2.8072355379999863,primary,9,0.6736504933640098,,7af6934d545f
img_2968,1 8 8 4 8 8 ẵ,,4.121582761000013,primary,7,0.47226144383469865,,7af6934d545f
img_2969,8 ẵ 9 = 8 1 % ẵ 8 0,,7.724320257000045,primary,10,0.6281494938496032,,7af6934d545f
img_2970,8 hoc {,,9.255711059999953,primary,3,0.4914610806101627,,7af6934d545f
img_2971,1 1 4,,4.662384416000009,primary,3,0.6056319875234971,,7af6934d545f
img_2972,,,7.9775216000000455,primary,0,0.0,,7af6934d545f
img_2973,,,14.374900980000007,primary,0,0.0,,7af6934d545f
img_2974,,,4.291147072999934,primary,0,0.0,,7af6934d545f
img_2975,,,7.447686470999997,primary,0,0.0,,7af6934d545f
img_2976,"BÊ BỐl 130 TẤN THỊT HEO BỆNH TẠI ĐỔ HỘP HẠ LONG CEO NHẬN LUONG TIÊN TỶ, CỔ PHIẾU CAN ""BỐC HOI"" HON NỦA GIÁ TRỊỊ CONGDONGCHUNGKHOAN VET",Đồ Hộp Hạ Long,3.0890053729999636,primary,6,0.7219004426845452,,7af6934d545f
img_2977,CONGDONGCHUNGKHOAN VIET,,7.458263934999991,primary,2,0.895114837105456,,7af6934d545f
img_2978,"NGUỔN TỔNG HỤP CONGDONGCHUNGKHOAN VIET HAYLONG CANFOCO Pate BÊ BỐl 130 TẤN THỊT HEO BỆNH TẠI ĐỔ HỘP HẠ LONG - CEO NHẬN LUONG TIÊN TỶ, CỔ PHIẾU CAN ""BỐC HOI"" HON NỦA GIÁ TRỊ! CONGDONGCHUNGKHOAN VIET",Đồ Hộp Hạ Long,7.884215712000014,primary,10,0.7357920952477643,,7af6934d545f
img_2979,"HỈNH ẢNH JỔNG HOP CONGDONGCHUNGKHOAN VIET HAILONG CANFOCO BÊ BỐl 130 TẤN THỊT HEO BỆNH TẠI ĐỔ HỘP HẠ LONG CEO NHẬN LUƠNG TIÊN TỶ, CỔ PHIẾU CAN ""BỐC HOl"" HƠN NỦA GIÁ TRỊ! CONGDONGCHUNGKHOAN VIET",Đồ Hộp Hạ Long,4.751360349000038,primary,10,0.674676880972051,,7af6934d545f
img_2980,,,8.162047520999977,primary,0,0.0,,7af6934d545f
img_2981,!KHÔNG ĂN PATE CỘT ĐÈN CỦA ĐỒ HỘP HẠ LONG NHUNG BÁNH MỲ QUE CỦA HIGHLANDS THÌ ĂN KHÔNG TRƯỢT PHÁT NÀO Dasani Banh Mì Que (off,Pate Cột Đèn Hải Phòng,4.2808953940000265,primary,9,0.6824286394056438,,7af6934d545f
img_2982,ỊKHÔNG ĂN PATE CỘT ĐÈN CỦA ĐỒ HỘP HẠ LONG NHUNG BÁNH MỲ QUE CỦA HIGHLANDS THÌ ĂN KHÔNG TRƯỢT PHÁT NÀO Dasaniy Bánh Mì Que gion rum (off,Pate Cột Đèn Hải Phòng,7.789681666999968,primary,11,0.6918717143124028,,7af6934d545f
img_2983,!KHÔNG ẪN PATE CỘT BÁNH MỶ QUE CUA HIGHLANDS THÌ ĂN KHÔNG TRƯỢT PHÁT NÀO Dasan PMi Quo,BÁNH MÌ HIGHLANDS,2.596749698999929,primary,6,0.6586353272491748,,7af6934d545f
img_2984,Mai Ioi,,8.224590520999982,retry,2,0.5631922768480047,,7af6934d545f
img_2985,Bấm Theo dõi Phúc Tài Chính Batê cỘT ĐEN HAI PHỖNG LON XAY,Pate Cột Đèn Hải Phòng,7.7271925439999904,primary,7,0.7207775377858976,,7af6934d545f
img_2986,Bấm Theo dõi Phúc Tài Chính Fatê C@T ĐEN THIT LONXAY HAI PHỖNG,,4.30297103800001,primary,5,0.5240226117319862,,7af6934d545f
img_2987,Fatê ThI LoN,,2.7966245509999226,primary,3,0.4250926864921631,,7af6934d545f
img_2988,aatê HALONG Canfoco cỘTĐEN HAI PHONG MEWS 'Sản phẩm bởi DSC Al 11/01/2026 TỔNG GIÁM ĐỐC CTCP ĐỔ HỘP HẠ LONG CÙNG 3 THUỘC CẤP BỊ BẮT,Ha Long Canfoco,4.349269904999915,primary,11,0.699113071298342,,7af6934d545f
img_2989,Epic Motivation Kidmada,,4.1234413119999545,primary,2,0.9569984997800489,,7af6934d545f
img_2990,1 9 5 7 Batê HALONG CANFOCO c@T ĐEN FAI D $ € NEWS *Sản phẩm bởi DSC AI 11/01/2026 TỔNG GIÁM ĐỐC CTCP ĐỔ HỘP HẠ LONG CÙNG 3 THUỘC CẤP BỊ BẮT,"NESTLE, ĐỒ HỘP HẠ LONG",10.42760358999999,primary,13,0.7650646675033831,,7af6934d545f
img_2991,1 9 5 7 Batê HALONG CANFOCO c@T ĐEN FAI D $ € NEWS *Sản phẩm bởi DSC AI 11/01/2026 TỔNG GIÁM ĐỐC CTCP ĐỔ HỘP HẠ LONG CÙNG 3 THUỘC CẤP BỊ BẮT,"NESTLE, ĐỒ HỘP HẠ LONG",10.365286486999935,primary,13,0.7650646675033831,,7af6934d545f
img_2992,NGUỔN: BÁo DÂN TRÍ 36 NEWS Ia( Bò cỘTĐ Hp NEWS 36 cỘTĐEN HAI PHỖNG Ngày Dăng: 11/1/2026 TỔNG GIÁM ĐỐC BỊ BẮT NHÀ MÁY ĐỔ HỘP H4 LONG,,7.802807262999977,primary,13,0.7386856216322074,,7af6934d545f
img_2993,HGUỔN : BÁO DÂN TRÍ 36 NEWS Bò CỘTĐ Hp NEWS 36 natê CC: DEN Hgày Đăng: 11/1/2026 TỔNG GlÁM ĐỐC BỊ BẮT NHÀ MÁY ĐỔ HỘP HẠ LONG DUNG HO4T ĐỘNG,Hạ Long Canfoco Pate,4.549954290999949,primary,12,0.6391514596584148,,7af6934d545f
img_2994,3ô 2026,,9.353128115000004,primary,2,0.7155924430687487,,7af6934d545f
img_2995,NEWS Bò coro Ratê CoTDEN NEWS 36 TỔNG GIÁM ĐỐC BỊ BẮT HHÀ MÁY ĐỔ HỘP HẠ LONG DỪMG HO4T ĐỘNG,Đồ Hộp Hạ Long,2.6602580090000174,primary,9,0.704792912296655,,7af6934d545f
img_2996,,,18.53147441400006,primary,0,0.0,,7af6934d545f
img_2997,,,7.755772295999918,primary,0,0.0,,7af6934d545f
img_2998,on Ratê VỤ ÁN GẦN 130 TẤN THỊT LỢN BỆNH THỦ ĐOẠN HỢP THỨC HÓA GÂY SỐC ĐỔ HỘPHẠ LON HALOHG Canfoco HALONG CANFOCG,Halong Canfoco,7.8120138790000055,primary,8,0.6613932390302609,,7af6934d545f
img_2999,natê VỤ ÁN GẦN 130 TẨN THỊT LỢN BỆNH THÚ ĐOAN HQP THỨC HÓA GÂY SOC ĐỔ HỘPHẠ LON HALONG CANFOCC,thịt lợn,2.580440297999985,primary,5,0.6428629206099659,,7af6934d545f
img_3000,CHÂN DUNG TGĐ ĐỔ HỘP HA LONG ĐỒ HỘPHẠ LCNG TỔNG GlÁM ĐỐC ĐỔ HỘP HẠ LONG VỪA BỊ BẮT LÀ Al?,Đồ Hộp Hạ Long,4.232173798999952,primary,6,0.7818701758682639,,7af6934d545f
img_3001,,,8.150785135999968,primary,0,0.0,,7af6934d545f
img_3002,CHÂN DUNG TGĐ ĐỔ HỘP HA LONG THARHMIEN ĐỒ HỘP HẠ LONG Halong CANFO TỔNG GlÁM ĐỐC ĐỔ HỘP HẠ LONG VỪA BỊ BẮT LÀ Al?,Đồ Hộp Hạ Long,4.8995294500000455,primary,8,0.6249062989044591,,7af6934d545f
img_3003,CHÂN DUNG TGĐ ĐỔ HỘP HẠ LONG THANHNIEN TỔNG GIÁM ĐỐC ĐỖ HỘP HẠ LONG VỪA BỊ BẮT LÀ Al?,Đồ Hộp Hạ Long,2.6751587359999576,primary,6,0.7661685779868889,,7af6934d545f
img_3004,"ing Tinh Táo Uu Dài Tharh 7 Banh Ngon Cafe HIGHLANDS COFFEE NGUNG BÁN TRÀ SEN VÀNG, TRÀ VẢl DO CÔNG TY ĐỔ HỘP HẠ LONG CUNG CẤP","Highlands Coffee trà sen vàng, trà vải",7.548680174999959,primary,6,0.599239682548799,,7af6934d545f
img_3005,"ng Tinh Táo Cafeo HIGHLANDS COFFEE NGUNG BÁN TRÀ SEN VÀNG, TRÀ VẢl DO CÔNG TY ĐỔ HỘP HẠ LONG CUNG CÂP",Highlands Coffee,4.2268280419999655,primary,5,0.5963910401487126,,7af6934d545f
img_3006,"Cafe HIGHLANDS COFFEE NGỬNG BAN TRA SEN Vans, TRA VÀi Do CÔNG TY ĐÓ HỘP HẠ LONG CUHG CÁP",Highlands Coffee,4.805440442999952,retry,3,0.4734615352011487,,7af6934d545f
img_3007,2,,18.729382976000124,retry,1,0.9852545704872604,,7af6934d545f
img_3008,,,18.430120905999956,primary,0,0.0,,7af6934d545f
img_3009,,,7.754394334999915,primary,0,0.0,,7af6934d545f
img_3010,,,18.338817832999894,primary,0,0.0,,7af6934d545f
img_3011,,,18.583686357000033,primary,0,0.0,,7af6934d545f
img_3012,Tihit - Goo,,4.021038775000079,primary,2,0.3451428482812332,,7af6934d545f
img_3013,Tihih Xay] Cao cỏp,,7.296029202999989,primary,3,0.38780655741021625,,7af6934d545f
img_3014,,,4.362750099000095,primary,0,0.0,,7af6934d545f
img_3015,Joc KHÓE ĐÊ ĐON TET,,8.482548410999925,primary,3,0.8075368248127868,,7af6934d545f
img_3016,,,18.374432443999922,primary,0,0.0,,7af6934d545f
img_3017,,,14.273286564999808,primary,0,0.0,,7af6934d545f
img_3018,,,7.751779681000016,primary,0,0.0,,7af6934d545f
img_3019,,,4.3412594230001105,primary,0,0.0,,7af6934d545f
img_3020,IMCE MUSIC,,4.258227709999801,primary,2,0.5759239323352519,,7af6934d545f
img_3021,HALONG GaNFOCO VNcab TlÊU ĐlỂM VỤ 130 TẤN THỊT LỌN: CÔNG TY ĐỔ HỘP HẠ LONG GIẢl TRÌNH PHẢN ÁNH VÊ NGUÔN NGUYÊN LIỆU ĐẨU VÀO,Patê CỘT ĐÈN HẢI PHÒNG; TIKTOK,5.885474896000005,primary,7,0.7279064986241133,,7af6934d545f
img_3022,VNcab TiÊU ĐIỂM VỤ 130 TẤN THỊT LỢN: CÔNG TY ĐỔ HỘP HẠ LONG GlẢl TRÌNH PHẢN ÁNH VÊ NGUỔN NGUYÊN LIỆU ĐẨU VÀO,Đồ Hộp Hạ Long,4.128667583000151,primary,6,0.667462420713456,,7af6934d545f
img_3023,HALONG GaNFOCO VNcab TlÊU ĐlỂM VỤ 130 TẤN THỊT LỌN: CÔNG TY ĐỔ HỘP HẠ LONG GIẢl TRÌNH PHẢN ÁNH VÊ NGUÔN NGUYÊN LIỆU ĐẨU VÀO,Patê CỘT ĐÈN HẢI PHÒNG; TIKTOK,5.578565898000079,primary,7,0.7279064986241133,,7af6934d545f
img_3024,BEBOP BLITZ Fourjazz,,4.044557613999814,primary,2,0.8697929262751214,,7af6934d545f
img_3025,"1 /7 0 F F ! € ^ L SAU KHI PATE CỘT ĐEN BỊ PHýT CHÂU PHI, LÊ ANH NUÔI ĐÃ XOÁ SACH CLIP REUIEW LIÊN QUAN DÊN ĐỔ HỘP HA LONG",Pate Cột Đèn Hải Phòng,4.416011986000058,primary,6,0.44626221664524796,,7af6934d545f
img_3026,"7 / CHÂU PHI, LÊ ANH NUÔI DÃ XOn SACH CLIP REVIEW LIÊN QUAN DÊN",,9.774422588999869,primary,3,0.6202740331665227,,7af6934d545f
img_3027,"7 / CHÂU PHI, LÊ ANH NUÔI DÃ XOn SACH CLIP REVIEW LIÊN QUAN DÊN",,9.742596550999906,primary,3,0.6202740331665227,,7af6934d545f
img_3028,"Ông ~ Trương Sỹ Toàn tổng giám đốc công ty cổ phần đồ hộp Hạ Long vừa bị bắt là ai ? giữ cudng vi giám đóc, ông Trưdng Sy Toàn tung có nhi gán bó với Công ty CP Đổ hộp Hạ Long",CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG,4.242034636000199,primary,12,0.7317924729358615,,7af6934d545f
img_3029,Ông Trương Sỹ Toàn tổng ' giám đốc công ty cổ phần đồ hộp Hạ Long vừa bị bắt là ai ?,Đồ Hộp Hạ Long,2.896019054999897,primary,5,0.8469871909689509,,7af6934d545f
img_3030,,,8.009016914000085,primary,0,0.0,,7af6934d545f
img_3031,"Ông ~ Trương Sỹ Toàn tổng giám đốc công ty cổ phần đồ hộp Hạ Long vỪa bị bắt là ai ? Trưdc khl glữ cưdng vỊ tổng giám đốc, ông Trưong Sỹ Toàn từng có nhi gắn bó vôl Công ty CP Đỗ hộP Hạ Long-",CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG,7.677216812999859,primary,11,0.7680547540424844,,7af6934d545f
img_3032,/ON Bách hóa XFIAIH ate Pate 5 Ite Ratê CỘTĐEN Hai Phong,PATE CộT đIệN,4.402870485999983,primary,9,0.5615151100810986,,7af6934d545f
img_3033,Hu dtaana E-COMMERCE Clotfret Jbbtoo ROEER,,5.3918712709999,primary,6,0.6457448377666155,,7af6934d545f
img_3034,/ON Hông;Aeons ate Pate Ite Batê CỘTĐỄN Hail PHONG,PATE CộT đIệN,8.834048663999965,primary,9,0.5107495743386642,,7af6934d545f
img_3035,FON ate Rate Ite Fatê,,2.9967166919998363,primary,5,0.5807673885108536,,7af6934d545f
img_3036,Finance,,9.14844155600008,primary,1,0.6235079629468333,,7af6934d545f
img_3037,,,7.345998286000167,primary,0,0.0,,7af6934d545f
img_3038,"NEWS N VA LanD PhUT ĐỊA ỐC NGÂN HIỆP CÔNG TY CON CÚA NOVALAND VỪA Chi 1200 TỶ THAU TOM SEAPRODEX HẠ LONG, GIA CỐ PHIẾU LAO DỐC MaNH SAU VU VIỆc THUC PHÁM BÁN",sản phẩm đồ hộp,3.006339171000036,primary,10,0.6206237562716397,,7af6934d545f
img_3039,"NEWS N VA LANND G PHÚT ĐỊA ỐC NGÂN HIỆP CÔNG TY CON CỦA NOVALAND VỪA CHI 1200 TỶ THÂU TÓM SEAPRODEX cỔ ĐÔNG LỚN NHẤT CỦA ĐỔ HỘP HẠ LONG , GIÁ CỔ PHIẾU LAO DỐC MẠNH SAU VỤ VIỆC THỰC PHẨM BẨN",sản phẩm đồ hộp,8.034697406000078,primary,13,0.7719958156850694,,7af6934d545f
img_3040,THÔNG TIN SÚC KHỎE,,3.8370979329999955,primary,1,0.6893794959092046,,7af6934d545f
img_3041,THÔNG TIN SỨC KHỎE,,4.100449163999883,primary,1,0.5740969617711097,,7af6934d545f
img_3042,ON HỘPHg LONG IALONG GANFOCO THÔNC TIN SÚC KHỎE Ngày đăng: 11/01/2025 NGUÒI ĐÚNG ĐÂU CÔNG TY CỔ PHẨN ĐỔ HỘP HA LONG ĐANG PHỐl HỢP VÓI CO QUAN CHÚC NĂNG ĐỂ LÀM RÕ CÁC VẤN ĐÊ TRONG QUY TRÌNH SẢN XUẤT!,Thịt hộp,10.712036593999983,primary,10,0.6486758509173827,,7af6934d545f
img_3043,ON HỘPHg LONG IALONG GANFOCO THÔNC TIN SÚC KHỎE Ngày đăng: 11/01/2025 NGUÒI ĐÚNG ĐÂU CÔNG TY CỔ PHẨN ĐỔ HỘP HA LONG ĐANG PHỐl HỢP VÓI CO QUAN CHÚC NĂNG ĐỂ LÀM RÕ CÁC VẤN ĐÊ TRONG QUY TRÌNH SẢN XUẤT!,Thịt hộp,10.690847824999992,primary,10,0.6486758509173827,,7af6934d545f
img_3044,"Công ty đồ hộphạ long nhin thịt đây mà học tập này Công ty Eony thương hiệu Pate Cột Đèn) Theo Báo Lao Động #KSC Patê 4.3K 1,9K 338 Most relevant Duyên Phan 53m Follow chưa bao h ăn, ít tiền cũng có cái lợi ha :)) Reply View _ replies Tien Nguyen 45m À trộm vía t vừa đả hết combo 5 hộp Reply Comment as Luong Nguyen",Pate Cột Đèn Hải Phòng,5.1431471050000255,primary,26,0.8477019491920866,,7af6934d545f
img_3045,,,8.078469779999978,primary,0,0.0,,7af6934d545f
img_3046,"Công an Hải Phòng phát hiện vụ tập kết 120 tấn thịt lợn nhi-ễm dịch tả làm thịt hộp liên quan đến Công ty Đồ hộp Hạ Long (nơi sản xuất đóng hộp thương hiệu Pate Cột Đèn) Theo Báo Lao Động #KSC Đồ hộp hạ long P2 | Thịt lợn nhiễm tả 4.3K Most relevant Duyên Phan 53m Follow chưa bao h ăn, ít tiền cũng có cái lợi ha :)) Reply 37 View 4 replies Tien Nguyen 45m À trộm vía t vừa đả hết combo 5 hộp",Pate Cột Đèn Hải Phòng,10.831733315000065,primary,26,0.9022871912215137,,7af6934d545f
img_3047,"Công an Hải Phòng phát hiện vụ tập kết 120 tấn thịt lợn nhi-ễm dịch tả làm thịt hộp liên quan đến Công ty Đồ hộp Hạ Long (nơi sản xuất đóng hộp thương hiệu Pate Cột Đèn) Theo Báo Lao Động #KSC 242 Haiphong 4.3K 1.9K 338 Most relevant Duyên Phan 53m Follow chưa bao h ăn, ít tiền cũng có cái lợi ha :)) Reply 37 View 4 replies Tien Nguyen 45m À trộm vía t vừa đả hết combo 5 hộp",Pate Cột Đèn Hải Phòng,11.165067209999961,primary,27,0.8898275035378082,,7af6934d545f
img_3048,,,8.143585284999972,primary,0,0.0,,7af6934d545f
img_3049,TINGGG SAP,,4.109292167999911,primary,2,0.9937829891313283,,7af6934d545f
img_3050,Naa TInGGG,,3.2534542430000783,primary,2,0.6345957030630619,,7af6934d545f
img_3051,OJO3NVJ TINGGG SAP awo) Cuqua NYHa 0,,9.908589506999988,primary,7,0.6440423179049233,,7af6934d545f
img_3052,17 VÕ HÀ LINH GẶP SÓNG GIÓ ĐẨU MĂM SAU KHI VIDEO REVIEW PATE CỘT ĐEN DỊCH TẢ LỌN 000,Pate Cột Đèn Hải Phòng,4.157090369999878,primary,5,0.564798660302724,,7af6934d545f
img_3053,17 VÕ HÀ LINH GẶP SÓNG GIÓ ĐẨU NĂM SAU KHI VIDEO REVIEW PATE CỘT ĐÈN DỊCH TẢ LỌN,Pate Cột Đèn Hải Phòng,10.157837266000115,primary,4,0.7452652243288478,,7af6934d545f
img_3054,BEBOP BLITZ Fourjazz,,4.2346138409998275,primary,2,0.8697929262751214,,7af6934d545f
img_3055,17 VÕ HÀ LINH GẶP SÓNG GIÓ ĐẨU NĂM SAU KHI VIDEO REVIEW PATE CỘT ĐÈN DỊCH TẢ LỌN,Pate Cột Đèn Hải Phòng,10.180390088999957,primary,4,0.7452652243288478,,7af6934d545f
img_3056,NEWS NUSIC,,4.171914238999989,primary,2,0.6446499629986847,,7af6934d545f
img_3057,MNGTÊN 445 LONG,,2.7978635499998745,primary,3,0.5835615084080336,,7af6934d545f
img_3058,"NANGTÊN L@NG zomai 09-01-2026 09:41:04 4km /h E106.7016,W20.8689",,4.430507056000124,primary,5,0.6293980583606235,,7af6934d545f
img_3059,"MANGTÊN 0445 L@NG"" Ndcậngâôngmgnge Mail z02 0501/2025 ! zomai 09-01-2026 09:41:04 4km /h E106 . 7016,120.8689",,8.043810764,primary,9,0.46783407695617174,,7af6934d545f
img_3060,SCONNECT mesic VOL.2 Dramatic,,4.240136169999914,primary,3,0.7714613213665498,,7af6934d545f
img_3061,HIGHCANDS Hate; BẤT KỲ SẢN PHẨM THJT HEO CHẾ BIẾN NÀo,,2.6625715089999176,primary,3,0.5820282838194192,,7af6934d545f
img_3062,"ẢNH, CLIP: TỔNG HỢP HIGHCANI patê HIGHLANDS COFFEE KHẲNG ĐỊNH KHÔNG SỦ DỤNG BẤT KỲ SẢN PHẨM THỊT HEO CHẾ BlẾN NÀO CỦA CTCP ĐỔ HỘP HẠ LONG",Highlands Coffee,4.33614776200011,primary,6,0.701109844561605,,7af6934d545f
img_3063,"ẢNH, CLIP: TỔNG HỢP HIGHCANDS @NoHa| Batê; HIGHLANDS COFFEE 'KHẲNG ĐỊNH KHÔNG SỦ DỤNC BẤT KỲ SẢN PHẨM THỊT HEO CHẾ BIẾN NÀO CỦA CTCP ĐỔ HỘP HẠ LONG",Highlands Coffee,7.866061434999892,primary,8,0.6384249263047832,,7af6934d545f
img_3064,HIGHLAnD LCNG,,7.962946000999864,retry,2,0.5046145513366507,,7af6934d545f
img_3065,Đẩ HỘPHẬ Halonc LONG,,10.070441689000063,primary,3,0.4643991478272717,,7af6934d545f
img_3066,P Pump Trading,,9.261423766999997,primary,2,0.8259676090157693,,7af6934d545f
img_3067,Đẩ HỘPHẬ Halonc LONG,,10.098183221,primary,3,0.4643991478272717,,7af6934d545f
img_3068,PHÁP LUẬT CHÍNH SÁCH Ngày đăng: 10.01.2026 PHÊ CHUẨN BẮT KHẨN CẤP TỔNG GIÁM ĐỐC CÔNG TY CP ĐỔ HỘP HẠ LONG (,Đồ Hộp Hạ Long,4.599480347000053,primary,6,0.766162588849849,,7af6934d545f
img_3069,Ễ ẵ Học Chính Sách và,,9.480362797999987,primary,6,0.8353308284106641,,7af6934d545f
img_3070,PHÁP LUẬT CHÍNH SÁCH Ngày đăng: 10.01.2026 PHÊ CHUẨN BẮT KHẨN CẤP TỔNG GIÁM ĐỐC CÔNG TY CP ĐỔ HỘP HẠ LONG,Đồ Hộp Hạ Long,11.149644093000006,primary,5,0.8782906306742252,,7af6934d545f
img_3071,PHÁP LUẬT CHÍNH SÁCH Ngày đăng: 10.01.2026 PHÊ CHUẨN BẮT KHẨN CẤP TỔNG GIÁM ĐỐC CÔNG TY CP ĐỔ HỘP HẠ LONG,Đồ Hộp Hạ Long,11.129456728999912,primary,5,0.8782906306742252,,7af6934d545f
img_3072,MÀY NHÌN KỸ ĐI TAO LÀ ĐÁM HEO ĐANG NHIẾM DỊCH ĐÂY,,7.465425249999953,primary,2,0.6522631990615708,,7af6934d545f
img_3073,02,,18.617932908000057,retry,1,0.5952190785913342,,7af6934d545f
img_3074,MÀY NHÌN KỸ ĐI TAO LÀ ĐÁM HEO ĐANG NHIỄM DỊCH ĐÂY,,3.94909869900016,primary,2,0.710073196748696,,7af6934d545f
img_3075,MAY NHIN KỸ ĐI TAO LA ĐÁM HEO ĐANG NHIÉM DICH ĐÂY,,2.3813620529999753,primary,2,0.605517111300662,,7af6934d545f
img_3076,Eatê Jate PATE CỘT ĐÈN ĐƯỌC LÀM TỪ HEO BỆNH!,Pate Cột Đèn Hải Phòng,2.4105329569999867,primary,4,0.5154819414097104,,7af6934d545f
img_3077,2} COI MaiPHong DEn Gate PATE CỘT ĐÈN ĐƯỢC LÀM TỪHEO BỆNH!,Pate Cột Đèn Hải Phòng,7.609805752000057,primary,7,0.4527383870495837,,7af6934d545f
img_3078,fớn Hoc DRAMA,,9.367775315000017,primary,2,0.5994133405759416,,7af6934d545f
img_3079,22 natê 9 Sate PATE CỘT ĐÈN ĐƯỢC LÀM TỪHEO BỆNH!,Pate Cột Đèn Hải Phòng,4.1257791570001245,primary,6,0.6504083566564854,,7af6934d545f
img_3080,HAITRIEU TREND,,6.624001641999939,primary,2,0.9997189803022508,,7af6934d545f
