image_id,category,ImageURL,group_id,split,label_conflict,ocr_text,product_name,canonical_product_name
img_0052,pate,http://minio-api.younetmedia.com/thumbnails/7596369197156879623/7596369197156879623_origin_cover.jpg,7596369197156879623,train,False,"HOA SEN HOME | CHỐNG GIAN LẬN | BẢO VỆ NGƯỜI DÙNG | XÂY NHÀ - TỚI HOA SEN HOME | KHÔNG LO MUA NHẦM HÀNG GIẢ - HÀNG NHÁI - HÀNG KÉM CHẤT LƯỢNG | CAM KẾT ĐÚNG TIÊU CHUẨN - ĐÚNG CHẤT LƯỢNG - ĐỦ HÓA ĐƠN - ĐƯỢC BẢO HÀNH | Sự thật đằng sau mác ""Doanh nghiệp chế biến thực phẩm 70 năm uy tín"" | Phát sóng vào 17h10 Thứ Sáu hàng tuần trên VTV1",HOA SEN HOME,HOA SEN HOME
img_0053,pate,http://minio-api.younetmedia.com/thumbnails/7593619903278533896/7593619903278533896_dynamic_cover.jpg,7593619903278533896,train,False,combo 39k | Đồ hộp Hạ Long (HALONG CANFOCO) | HÀ NỘI NEWS | XÁC NHẬN HIGHLANDS COFFEE LÀ ĐỐI TÁC TIÊU THỤ LỚN CỦA CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG | Anh chị em fan cứng của HiGHLands coffe Vào nhận bà con,Highlands Coffee,Highlands Coffee
img_0054,pate,http://minio-api.younetmedia.com/thumbnails/7593619903278533896/7593619903278533896_origin_cover.jpg,7593619903278533896,train,False,combo 39k | Đồ hộp Hạ Long (HALONG CANFOCO) | HÀ NỘI NEWS | XÁC NHẬN HIGHLANDS COFFEE LÀ ĐỐI TÁC TIÊU THỤ LỚN CỦA CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG | Anh chị em fan cứng của HiGHLands coffe Vào nhận bà con,Highlands Coffee,Highlands Coffee
img_0055,pate,http://minio-api.younetmedia.com/thumbnails/7593619903278533896/7593619903278533896_music_cover.jpg,7593619903278533896,train,False,,,
img_0056,pate,http://minio-api.younetmedia.com/thumbnails/7593619903278533896/7593619903278533896_cover.jpg,7593619903278533896,train,False,combo 39k | Đồ hộp Hạ Long (HALONG CANFOCO) | HÀ NỘI NEWS | XÁC NHẬN HIGHLANDS COFFEE LÀ ĐỐI TÁC TIÊU THỤ LỚN CỦA CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG | Anh chị em fan cứng của HiGHLands coffe Vào nhận bà con,Highlands Coffee,Highlands Coffee
img_0057,pate,http://minio-api.younetmedia.com/thumbnails/7594053920654101780/7594053920654101780_music_cover.jpg,7594053920654101780,train,False,,,
img_0058,pate,http://minio-api.younetmedia.com/thumbnails/7594053920654101780/7594053920654101780_origin_cover.jpg,7594053920654101780,train,False,ĐẾ CHẾ HẠ LONG SỤP ĐỔ VÌ 130 TẤN THỊT BỆNH (PHẦN 1),Đồ Hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_0059,pate,http://minio-api.younetmedia.com/thumbnails/7594053920654101780/7594053920654101780_dynamic_cover.jpg,7594053920654101780,train,False,ĐẾ CHẾ HẠ LONG SỤP ĐỔ VÌ 130 TẤN THỊT BỆNH (PHẦN 1),Đồ Hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_0060,pate,http://minio-api.younetmedia.com/thumbnails/7594053920654101780/7594053920654101780_cover.jpg,7594053920654101780,train,False,ĐẾ CHẾ HẠ LONG SỤP ĐỔ VÌ 130 TẤN THỊT BỆNH (PHẦN 1),Đồ Hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_0061,pate,http://minio-api.younetmedia.com/thumbnails/7594359974776671495/7594359974776671495_origin_cover.jpg,7594359974776671495,train,False,"TẠP CHÍ ĐIỀU DƯỠNG VIỆT NAM | HALONG CANFOCO | TIN TỨC | SỞ VĂN HÓA, THỂ THAO VÀ DU LỊCH HẢI PHÒNG LÊN TIẾNG BẢO VỆ THƯƠNG HIỆU PATE CỘT ĐÈN",TẠP CHÍ ĐIỀU DƯỠNG VIỆT NAM,TẠP CHÍ ĐIỀU DƯỠNG VIỆT NAM
img_0062,pate,http://minio-api.younetmedia.com/thumbnails/7594359974776671495/7594359974776671495_cover.jpg,7594359974776671495,train,False,"TIN TỨC | SỞ VĂN HÓA, THỂ THAO VÀ DU LỊCH HẢI PHÒNG LÊN TIẾNG BẢO VỆ THƯƠNG HIỆU PATE CỘT ĐÈN",Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0063,pate,http://minio-api.younetmedia.com/thumbnails/7594359974776671495/7594359974776671495_music_cover.jpg,7594359974776671495,train,False,TẠP CHÍ ĐIỀU DƯỠNG VIỆT NAM | Vietnam National Nursing Journal | www.tapchidieuduong.vn | ISSN 2354 - 0737,TẠP CHÍ ĐIỀU DƯỠNG VIỆT NAM,TẠP CHÍ ĐIỀU DƯỠNG VIỆT NAM
img_0064,pate,http://minio-api.younetmedia.com/thumbnails/7594359974776671495/7594359974776671495_dynamic_cover.jpg,7594359974776671495,train,False,"TIN TỨC | SỞ VĂN HÓA, THỂ THAO VÀ DU LỊCH HẢI PHÒNG LÊN TIẾNG BẢO VỆ THƯƠNG HIỆU PATE CỘT ĐÈN",Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0065,pate,http://minio-api.younetmedia.com/thumbnails/7593260167454674177/7593260167454674177_music_cover.jpg,7593260167454674177,train,False,TRI THỨC & CUỘC SỐNG,TRI THỨC & CUỘC SỐNG,TRI THỨC & CUỘC SỐNG
img_0066,pate,http://minio-api.younetmedia.com/thumbnails/7593260167454674177/7593260167454674177_dynamic_cover.jpg,7593260167454674177,train,False,"TRI THỨC & CUỘC SỐNG | BÍ ẨN ĐẰNG SAU VỤ ĐỒ HỘP HẠ LONG, PATE CỘT ĐÈN TRUYỀN THỐNG HẢI PHÒNG LÊN TIẾNG GIỮA TÂM BÃO LÙM XÙM THỊT LỢN NHIỄM DỊCH",TRI THỨC & CUỘC SỐNG,TRI THỨC & CUỘC SỐNG
img_0067,pate,http://minio-api.younetmedia.com/thumbnails/7593260167454674177/7593260167454674177_origin_cover.jpg,7593260167454674177,train,False,"TRI THỨC & CUỘC SỐNG | BÍ ẨN ĐẰNG SAU VỤ ĐỒ HỘP HẠ LONG, PATE CỘT ĐÈN TRUYỀN THỐNG HẢI PHÒNG LÊN TIẾNG GIỮA TÂM BÃO LÙM XÙM THỊT LỢN NHIỄM DỊCH",TRI THỨC & CUỘC SỐNG,TRI THỨC & CUỘC SỐNG
img_0068,pate,http://minio-api.younetmedia.com/thumbnails/7593260167454674177/7593260167454674177_cover.jpg,7593260167454674177,train,False,"TRI THỨC & CUỘC SỐNG | BÍ ẨN ĐẰNG SAU VỤ ĐỒ HỘP HẠ LONG, PATE CỘT ĐÈN TRUYỀN THỐNG HẢI PHÒNG LÊN TIẾNG GIỮA TÂM BÃO LÙM XÙM THỊT LỢN NHIỄM DỊCH",TRI THỨC & CUỘC SỐNG,TRI THỨC & CUỘC SỐNG
img_0069,pate,http://minio-api.younetmedia.com/thumbnails/7594404336722201876/7594404336722201876_origin_cover.jpg,7594404336722201876,train,False,,,
img_0070,pate,http://minio-api.younetmedia.com/thumbnails/7594404336722201876/7594404336722201876_cover.jpg,7594404336722201876,train,False,Phản Bội,Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0071,pate,http://minio-api.younetmedia.com/thumbnails/7594404336722201876/7594404336722201876_music_cover.jpg,7594404336722201876,train,False,Ae,CapCut,CapCut
img_0072,pate,http://minio-api.younetmedia.com/thumbnails/7594404336722201876/7594404336722201876_dynamic_cover.jpg,7594404336722201876,train,False,Phản Bội,Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0073,pate,http://minio-api.younetmedia.com/thumbnails/7597298148083502357/7597298148083502357_cover.jpg,7597298148083502357,train,False,ĐANG THU HÚT SỰ QUAN TÂM CỦA DƯ LUẬN,,
img_0074,pate,http://minio-api.younetmedia.com/thumbnails/7597298148083502357/7597298148083502357_origin_cover.jpg,7597298148083502357,train,False,,,
img_0075,pate,http://minio-api.younetmedia.com/thumbnails/7597298148083502357/7597298148083502357_music_cover.jpg,7597298148083502357,train,False,,,
img_0076,pate,http://minio-api.younetmedia.com/thumbnails/7597298148083502357/7597298148083502357_dynamic_cover.jpg,7597298148083502357,train,False,ĐANG THU HÚT SỰ QUAN TÂM CỦA DƯ LUẬN,,
img_0077,pate,http://minio-api.younetmedia.com/thumbnails/7592969416116276500/7592969416116276500_origin_cover.jpg,7592969416116276500,train,False,LƯƠNG HÓNG HÓT,Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0078,pate,http://minio-api.younetmedia.com/thumbnails/7592969416116276500/7592969416116276500_cover.jpg,7592969416116276500,train,False,LƯƠNG HÓNG HÓT,Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0079,pate,http://minio-api.younetmedia.com/thumbnails/7592969416116276500/7592969416116276500_music_cover.jpg,7592969416116276500,train,False,LƯƠNG HÓNG HÓT,,
img_0080,pate,http://minio-api.younetmedia.com/thumbnails/7592969416116276500/7592969416116276500_dynamic_cover.jpg,7592969416116276500,train,False,LƯƠNG HÓNG HÓT,Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0081,pate,http://minio-api.younetmedia.com/thumbnails/7592822350803029268/7592822350803029268_music_cover.jpg,7592822350803029268,train,False,Buông tay đi đồ ngỗ Anna O2O,,
img_0082,pate,http://minio-api.younetmedia.com/thumbnails/7592822350803029268/7592822350803029268_origin_cover.jpg,7592822350803029268,train,False,"Ở ĐÂY CÓ TIN MỚI 8/1/2026 CÔNG TY SẢN XUẤT ""PATE CỘT ĐÈN"" NHẬP 120 TẤN THỊT LỢN BỊ BÔC MÙI ""PHÙ PHÉP"" THÀNH CÁC SẢN PHẨM ĐÓNG HỘP PHÂN PHỐI KHẮP CẢ NƯỚC",Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0083,pate,http://minio-api.younetmedia.com/thumbnails/7592822350803029268/7592822350803029268_cover.jpg,7592822350803029268,train,False,"Ở ĐÂY CÓ TIN MỚI 8/1/2026 CÔNG TY SẢN XUẤT ""PATE CỘT ĐÈN"" NHẬP 120 TẤN THỊT LỢN BỊ BÔC MÙI ""PHÙ PHÉP"" THÀNH CÁC SẢN PHẨM ĐÓNG HỘP PHÂN PHỐI KHẮP CẢ NƯỚC",Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0084,pate,http://minio-api.younetmedia.com/thumbnails/7592822350803029268/7592822350803029268_dynamic_cover.jpg,7592822350803029268,train,False,"Ở ĐÂY CÓ TIN MỚI 8/1/2026 CÔNG TY SẢN XUẤT ""PATE CỘT ĐÈN"" NHẬP 120 TẤN THỊT LỢN BỊ BÔC MÙI ""PHÙ PHÉP"" THÀNH CÁC SẢN PHẨM ĐÓNG HỘP PHÂN PHỐI KHẮP CẢ NƯỚC",Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_0085,pate,http://minio-api.younetmedia.com/thumbnails/7594695893199146248/7594695893199146248_music_cover.jpg,7594695893199146248,train,False,HiBT,,
img_0086,pate,http://minio-api.younetmedia.com/thumbnails/7594695893199146248/7594695893199146248_origin_cover.jpg,7594695893199146248,train,False,"HiBT ĐỒ HỘP HẠ LONG GÂY TRANH CÃI: KHẲNG ĐỊNH DIỆT VIUS DỊCH TẢ LỢN, NHƯNG BÀI VIỆT BỊ XOÁ SAU 15 PHÚT",Đồ Hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_0087,pate,http://minio-api.younetmedia.com/thumbnails/7594695893199146248/7594695893199146248_dynamic_cover.jpg,7594695893199146248,train,False,"HiBT ĐỒ HỘP HẠ LONG GÂY TRANH CÃI: KHẲNG ĐỊNH DIỆT VIUS DỊCH TẢ LỢN, NHƯNG BÀI VIỆT BỊ XOÁ SAU 15 PHÚT",Đồ Hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_0088,pate,http://minio-api.younetmedia.com/thumbnails/7594695893199146248/7594695893199146248_cover.jpg,7594695893199146248,train,False,"HiBT ĐỒ HỘP HẠ LONG GÂY TRANH CÃI: KHẲNG ĐỊNH DIỆT VIUS DỊCH TẢ LỢN, NHƯNG BÀI VIỆT BỊ XOÁ SAU 15 PHÚT",Đồ Hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_0089,pate,http://minio-api.younetmedia.com/thumbnails/7592978395806321928/7592978395806321928_music_cover.jpg,7592978395806321928,dev,False,,,
